disease_1,disease_2,semantic_similarity
Thyroid cancer,Uterine cervical neoplasm,0.351665478
Thyroid cancer,Renal carcinoma,0.351665478
Thyroid cancer,Lung small cell carcinoma,0.304051121
Thyroid cancer,Mouth neoplasms,0.421998728
Thyroid cancer,Lymphosarcoma,0.044444444
Thyroid cancer,Breast neoplasms,0.195652174
Esophageal cancer,Esophageal cancer,0
Esophageal cancer,Alzheimer disease,0.047619921
Esophageal cancer,Rheumatoid arthritis,0.041172339
Esophageal cancer,Colorectal adenocarcinoma,0.424592019
Esophageal cancer,Gastric cancer,0.659999252
Esophageal cancer,Pancreatic adenocarcinoma,0.304051121
Esophageal cancer,Liver fibrosis,0.071428571
Esophageal cancer,Hepatocellular carcinoma,0.475531084
Esophageal cancer,Osteoarthritis,0.041172339
Esophageal cancer,Multiple myeloma,0.271481054
Esophageal cancer,Prostate cancer,0.351665478
Esophageal cancer,Osteosarcoma,0.304051121
Esophageal cancer,Colorectal carcinoma,0.312217195
Esophageal cancer,Muscle-invasive bladder cancer,0.421998728
Esophageal cancer,Parkinson disease,0.047619921
Esophageal cancer,Breast cancer,0.421998728
Esophageal cancer,Pancreatic cancer,0.421998728
Esophageal cancer,Colon cancer,0.424592019
Esophageal cancer,Laryngeal cancer,0.351665478
Esophageal cancer,Laryngeal squamous cell carcinoma,0.304051121
Esophageal cancer,Glioblastoma,0.21283189
Esophageal cancer,Glioma,0.319248128
Esophageal cancer,Pancreatic ductal adenocarcinoma,0.271481054
Esophageal cancer,Liver cancer,0.659999252
Esophageal cancer,Lung squamous cell carcinoma,0.271481054
Esophageal cancer,Non small cell lung cancer,0.304051121
Esophageal cancer,Non small cell lung carcinoma,0.304051121
Esophageal cancer,Ovarian carcinoma,0.24904353
Esophageal cancer,Cervical cancer,0.351665478
Esophageal cancer,Renal cell carcinoma,0.304051121
Esophageal cancer,Clear cell renal cell carcinoma,0.271481054
Esophageal cancer,Cholangiocarcinoma,0.389500093
Esophageal cancer,Neuroblastoma,0.304051121
Esophageal cancer,Acute myeloid leukemia,0.271481054
Esophageal cancer,Nasopharyngeal carcinoma,0.549999175
Esophageal cancer,Esophageal squamous cell cancer,0.705882353
Esophageal cancer,Esophageal squamous cell carcinoma,0.705882353
Esophageal cancer,Liver cirrhosis,0.071428571
Esophageal cancer,Early hepatocellular carcinoma,0.475531084
Esophageal cancer,Triple negative breast cancer,0.351665478
Esophageal cancer,Bladder cancer,0.421998728
Esophageal cancer,Atherosclerosis,0.041172339
Esophageal cancer,Ovarian cancer,0.351665478
Esophageal cancer,Papillary thyroid cancer,0.304051121
Esophageal cancer,Papillary thyroid carcinoma,0.304051121
Esophageal cancer,Gastric carcinoma,0.549999175
Esophageal cancer,Nasopharyngeal cancer,0.169082126
Esophageal cancer,Nk/T cell lymphoma,0.028571429
Esophageal cancer,Ischemia,0.071429946
Esophageal cancer,Esophagus adenocarcinoma,0.720502458
Esophageal cancer,Retinoblastoma,0.24904353
Esophageal cancer,Epithelial ovarian cancer,0.304051121
Esophageal cancer,Renal cell cancer,0.067567568
Esophageal cancer,Diffuse large B cell lymphoma,0.24904353
Esophageal cancer,Oral squamous cell carcinoma,0.549999175
Esophageal cancer,Lymphoma,0.351665478
Esophageal cancer,Hemangioma,0.173472727
Esophageal cancer,Myasthenia gravis,0.036757459
Esophageal cancer,Pneumonia,0.057143926
Esophageal cancer,Pediatric neuroblastoma,0.304051121
Esophageal cancer,Leukemia lymphoblastic acute,0.271481054
Esophageal cancer,Tongue squamous cell carcinoma,0.475531084
Esophageal cancer,Melanoma,0.319248128
Esophageal cancer,Nonalcoholic fatty liver disease,0.046511628
Esophageal cancer,Epithelial ovarian carcinoma,0.075313808
Esophageal cancer,Herpes simplex keratitis,0
Esophageal cancer,Dysregulated immunity,0
Esophageal cancer,Pre-eclampsia,0.047619921
Esophageal cancer,Chronic obstructive pulmonary disease,0.047619921
Esophageal cancer,Lung adenocarcinoma,0.271481054
Esophageal cancer,T-cell acute lymphoblastic leukemia,0.233510809
Esophageal cancer,Chronic myeloid leukemia,0.271481054
Esophageal cancer,Ovarian clear cell carcinoma,0.233510809
Esophageal cancer,Primary breast cancer,0.421998728
Esophageal cancer,Wilms tumor,0.351665478
Esophageal cancer,Colon and rectal adenocarcinoma,0.475531084
Esophageal cancer,Uveal melanoma,0.271481054
Esophageal cancer,Hypopharyngeal cancer,0.549999175
Esophageal cancer,Cardiac hypertrophy,0
Esophageal cancer,Hepatic carcinoma,0.194444444
Esophageal cancer,Cancer,0.573196756
Esophageal cancer,Tuberculosis,0.071429946
Esophageal cancer,Prader-willi syndrome,0.093360272
Esophageal cancer,Acute promyelocytic leukemia,0.24904353
Esophageal cancer,Heart failure,0.071429946
Esophageal cancer,Uterine leiomyoma,0.099989966
Esophageal cancer,Adenocarcinoma,0.255398362
Esophageal cancer,Lung carcinoma,0.351665478
Esophageal cancer,Head and neck squamous cell carcinoma,0.351665478
Esophageal cancer,Psoriatic arthritis,0.128249503
Esophageal cancer,B-cell lymphoma,0.271481054
Esophageal cancer,Prostate carcinoma,0.304051121
Esophageal cancer,Prostatic neoplasms,0.089108911
Esophageal cancer,Malignant glioma,0.319248128
Esophageal cancer,Epstein-barr virus infections,0
Esophageal cancer,Stomach cancer,0.659999252
Esophageal cancer,Urinary bladder cancer,0.421998728
Esophageal cancer,Colon carcinoma,0.389500093
Esophageal cancer,Gallbladder cancer,0.549999175
Esophageal cancer,Liposarcoma,0.304051121
Esophageal cancer,Meningioma,0.351665478
Esophageal cancer,Uterine cervical neoplasm,0.351665478
Esophageal cancer,Renal carcinoma,0.351665478
Esophageal cancer,Lung small cell carcinoma,0.304051121
Esophageal cancer,Mouth neoplasms,0.659999252
Esophageal cancer,Lymphosarcoma,0.041666667
Esophageal cancer,Breast neoplasms,0.183673469
Alzheimer disease,Alzheimer disease,0
Alzheimer disease,Rheumatoid arthritis,0.078342404
Alzheimer disease,Colorectal adenocarcinoma,0.028013277
Alzheimer disease,Gastric cancer,0.047619921
Alzheimer disease,Pancreatic adenocarcinoma,0.032258637
Alzheimer disease,Liver fibrosis,0
Alzheimer disease,Hepatocellular carcinoma,0.032258637
Alzheimer disease,Osteoarthritis,0.078342404
Alzheimer disease,Multiple myeloma,0.028013277
Alzheimer disease,Prostate cancer,0.03846223
Alzheimer disease,Osteosarcoma,0.032258637
Alzheimer disease,Colorectal carcinoma,0
Alzheimer disease,Muscle-invasive bladder cancer,0.047619921
Alzheimer disease,Parkinson disease,0.444229946
Alzheimer disease,Breast cancer,0.047619921
Alzheimer disease,Pancreatic cancer,0.047619921
Alzheimer disease,Colon cancer,0.028013277
Alzheimer disease,Laryngeal cancer,0.03846223
Alzheimer disease,Laryngeal squamous cell carcinoma,0.032258637
Alzheimer disease,Glioblastoma,0.03846223
Alzheimer disease,Glioma,0.061343273
Alzheimer disease,Pancreatic ductal adenocarcinoma,0.028013277
Alzheimer disease,Liver cancer,0.047619921
Alzheimer disease,Lung squamous cell carcinoma,0.028013277
Alzheimer disease,Non small cell lung cancer,0.032258637
Alzheimer disease,Non small cell lung carcinoma,0.032258637
Alzheimer disease,Ovarian carcinoma,0.025087767
Alzheimer disease,Cervical cancer,0.03846223
Alzheimer disease,Renal cell carcinoma,0.032258637
Alzheimer disease,Clear cell renal cell carcinoma,0.028013277
Alzheimer disease,Cholangiocarcinoma,0.025087767
Alzheimer disease,Neuroblastoma,0.032258637
Alzheimer disease,Acute myeloid leukemia,0.028013277
Alzheimer disease,Nasopharyngeal carcinoma,0.03846223
Alzheimer disease,Esophageal squamous cell cancer,0
Alzheimer disease,Esophageal squamous cell carcinoma,0
Alzheimer disease,Liver cirrhosis,0.115648379
Alzheimer disease,Early hepatocellular carcinoma,0.032258637
Alzheimer disease,Triple negative breast cancer,0.03846223
Alzheimer disease,Bladder cancer,0.047619921
Alzheimer disease,Atherosclerosis,0.078342404
Alzheimer disease,Ovarian cancer,0.03846223
Alzheimer disease,Papillary thyroid cancer,0.032258637
Alzheimer disease,Papillary thyroid carcinoma,0.032258637
Alzheimer disease,Gastric carcinoma,0.03846223
Alzheimer disease,Nasopharyngeal cancer,0
Alzheimer disease,Nk/T cell lymphoma,0
Alzheimer disease,Ischemia,0.14897652
Alzheimer disease,Esophagus adenocarcinoma,0.032258637
Alzheimer disease,Retinoblastoma,0.025087767
Alzheimer disease,Epithelial ovarian cancer,0.032258637
Alzheimer disease,Renal cell cancer,0
Alzheimer disease,Diffuse large B cell lymphoma,0.025087767
Alzheimer disease,Oral squamous cell carcinoma,0.03846223
Alzheimer disease,Lymphoma,0.03846223
Alzheimer disease,Hemangioma,0.061343273
Alzheimer disease,Myasthenia gravis,0.133274986
Alzheimer disease,Pneumonia,0.115648379
Alzheimer disease,Pediatric neuroblastoma,0.032258637
Alzheimer disease,Leukemia lymphoblastic acute,0.028013277
Alzheimer disease,Tongue squamous cell carcinoma,0.032258637
Alzheimer disease,Melanoma,0.061343273
Alzheimer disease,Nonalcoholic fatty liver disease,0
Alzheimer disease,Epithelial ovarian carcinoma,0
Alzheimer disease,Herpes simplex keratitis,0
Alzheimer disease,Dysregulated immunity,0
Alzheimer disease,Pre-eclampsia,0.093408273
Alzheimer disease,Chronic obstructive pulmonary disease,0.093408273
Alzheimer disease,Lung adenocarcinoma,0.028013277
Alzheimer disease,T-cell acute lymphoblastic leukemia,0.023062118
Alzheimer disease,Chronic myeloid leukemia,0.028013277
Alzheimer disease,Ovarian clear cell carcinoma,0.023062118
Alzheimer disease,Primary breast cancer,0.047619921
Alzheimer disease,Wilms tumor,0.03846223
Alzheimer disease,Colon and rectal adenocarcinoma,0.032258637
Alzheimer disease,Uveal melanoma,0.028013277
Alzheimer disease,Hypopharyngeal cancer,0.03846223
Alzheimer disease,Cardiac hypertrophy,0
Alzheimer disease,Hepatic carcinoma,0
Alzheimer disease,Cancer,0.115768709
Alzheimer disease,Tuberculosis,0.061343273
Alzheimer disease,Prader-willi syndrome,0.082379097
Alzheimer disease,Acute promyelocytic leukemia,0.025087767
Alzheimer disease,Heart failure,0.14897652
Alzheimer disease,Uterine leiomyoma,0.032258637
Alzheimer disease,Adenocarcinoma,0.047619921
Alzheimer disease,Lung carcinoma,0.03846223
Alzheimer disease,Head and neck squamous cell carcinoma,0.03846223
Alzheimer disease,Psoriatic arthritis,0.115768709
Alzheimer disease,B-cell lymphoma,0.028013277
Alzheimer disease,Prostate carcinoma,0.032258637
Alzheimer disease,Prostatic neoplasms,0
Alzheimer disease,Malignant glioma,0.061343273
Alzheimer disease,Epstein-barr virus infections,0
Alzheimer disease,Stomach cancer,0.047619921
Alzheimer disease,Urinary bladder cancer,0.047619921
Alzheimer disease,Colon carcinoma,0.025087767
Alzheimer disease,Gallbladder cancer,0.03846223
Alzheimer disease,Liposarcoma,0.032258637
Alzheimer disease,Meningioma,0.03846223
Alzheimer disease,Uterine cervical neoplasm,0.03846223
Alzheimer disease,Renal carcinoma,0.03846223
Alzheimer disease,Lung small cell carcinoma,0.032258637
Alzheimer disease,Mouth neoplasms,0.047619921
Alzheimer disease,Lymphosarcoma,0
Alzheimer disease,Breast neoplasms,0
Rheumatoid arthritis,Rheumatoid arthritis,0
Rheumatoid arthritis,Colorectal adenocarcinoma,0.022082402
Rheumatoid arthritis,Gastric cancer,0.041172339
Rheumatoid arthritis,Pancreatic adenocarcinoma,0.026217688
Rheumatoid arthritis,Liver fibrosis,0
Rheumatoid arthritis,Hepatocellular carcinoma,0.026217688
Rheumatoid arthritis,Osteoarthritis,0.681647619
Rheumatoid arthritis,Multiple myeloma,0.044444444
Rheumatoid arthritis,Prostate cancer,0.032258637
Rheumatoid arthritis,Osteosarcoma,0.026217688
Rheumatoid arthritis,Colorectal carcinoma,0
Rheumatoid arthritis,Muscle-invasive bladder cancer,0.041172339
Rheumatoid arthritis,Parkinson disease,0.078342404
Rheumatoid arthritis,Breast cancer,0.041172339
Rheumatoid arthritis,Pancreatic cancer,0.041172339
Rheumatoid arthritis,Colon cancer,0.022082402
Rheumatoid arthritis,Laryngeal cancer,0.032258637
Rheumatoid arthritis,Laryngeal squamous cell carcinoma,0.026217688
Rheumatoid arthritis,Glioblastoma,0.032258637
Rheumatoid arthritis,Glioma,0.054521373
Rheumatoid arthritis,Pancreatic ductal adenocarcinoma,0.022082402
Rheumatoid arthritis,Liver cancer,0.041172339
Rheumatoid arthritis,Lung squamous cell carcinoma,0.022082402
Rheumatoid arthritis,Non small cell lung cancer,0.026217688
Rheumatoid arthritis,Non small cell lung carcinoma,0.026217688
Rheumatoid arthritis,Ovarian carcinoma,0.019232165
Rheumatoid arthritis,Cervical cancer,0.032258637
Rheumatoid arthritis,Renal cell carcinoma,0.026217688
Rheumatoid arthritis,Clear cell renal cell carcinoma,0.022082402
Rheumatoid arthritis,Cholangiocarcinoma,0.019232165
Rheumatoid arthritis,Neuroblastoma,0.026217688
Rheumatoid arthritis,Acute myeloid leukemia,0.022082402
Rheumatoid arthritis,Nasopharyngeal carcinoma,0.032258637
Rheumatoid arthritis,Esophageal squamous cell cancer,0
Rheumatoid arthritis,Esophageal squamous cell carcinoma,0
Rheumatoid arthritis,Liver cirrhosis,0.099989966
Rheumatoid arthritis,Early hepatocellular carcinoma,0.026217688
Rheumatoid arthritis,Triple negative breast cancer,0.032258637
Rheumatoid arthritis,Bladder cancer,0.041172339
Rheumatoid arthritis,Atherosclerosis,0.063671527
Rheumatoid arthritis,Ovarian cancer,0.032258637
Rheumatoid arthritis,Papillary thyroid cancer,0.026217688
Rheumatoid arthritis,Papillary thyroid carcinoma,0.026217688
Rheumatoid arthritis,Gastric carcinoma,0.032258637
Rheumatoid arthritis,Nasopharyngeal cancer,0
Rheumatoid arthritis,Nk/T cell lymphoma,0
Rheumatoid arthritis,Ischemia,0.132409048
Rheumatoid arthritis,Esophagus adenocarcinoma,0.026217688
Rheumatoid arthritis,Retinoblastoma,0.019232165
Rheumatoid arthritis,Epithelial ovarian cancer,0.026217688
Rheumatoid arthritis,Renal cell cancer,0
Rheumatoid arthritis,Diffuse large B cell lymphoma,0.046195652
Rheumatoid arthritis,Oral squamous cell carcinoma,0.032258637
Rheumatoid arthritis,Lymphoma,0.056603774
Rheumatoid arthritis,Hemangioma,0.054521373
Rheumatoid arthritis,Myasthenia gravis,0.173076923
Rheumatoid arthritis,Pneumonia,0.099989966
Rheumatoid arthritis,Pediatric neuroblastoma,0.026217688
Rheumatoid arthritis,Leukemia lymphoblastic acute,0.050505051
Rheumatoid arthritis,Tongue squamous cell carcinoma,0.026217688
Rheumatoid arthritis,Melanoma,0.054521373
Rheumatoid arthritis,Nonalcoholic fatty liver disease,0
Rheumatoid arthritis,Epithelial ovarian carcinoma,0
Rheumatoid arthritis,Herpes simplex keratitis,0
Rheumatoid arthritis,Dysregulated immunity,0.27027027
Rheumatoid arthritis,Pre-eclampsia,0.078342404
Rheumatoid arthritis,Chronic obstructive pulmonary disease,0.078342404
Rheumatoid arthritis,Lung adenocarcinoma,0.022082402
Rheumatoid arthritis,T-cell acute lymphoblastic leukemia,0.047619048
Rheumatoid arthritis,Chronic myeloid leukemia,0.022082402
Rheumatoid arthritis,Ovarian clear cell carcinoma,0.017258356
Rheumatoid arthritis,Primary breast cancer,0.041172339
Rheumatoid arthritis,Wilms tumor,0.032258637
Rheumatoid arthritis,Colon and rectal adenocarcinoma,0.026217688
Rheumatoid arthritis,Uveal melanoma,0.022082402
Rheumatoid arthritis,Hypopharyngeal cancer,0.032258637
Rheumatoid arthritis,Cardiac hypertrophy,0
Rheumatoid arthritis,Hepatic carcinoma,0
Rheumatoid arthritis,Cancer,0.107359913
Rheumatoid arthritis,Tuberculosis,0.054521373
Rheumatoid arthritis,Prader-willi syndrome,0.07496322
Rheumatoid arthritis,Acute promyelocytic leukemia,0.019232165
Rheumatoid arthritis,Heart failure,0.132409048
Rheumatoid arthritis,Uterine leiomyoma,0.026217688
Rheumatoid arthritis,Adenocarcinoma,0.041172339
Rheumatoid arthritis,Lung carcinoma,0.032258637
Rheumatoid arthritis,Head and neck squamous cell carcinoma,0.032258637
Rheumatoid arthritis,Psoriatic arthritis,0.278481013
Rheumatoid arthritis,B-cell lymphoma,0.04787234
Rheumatoid arthritis,Prostate carcinoma,0.026217688
Rheumatoid arthritis,Prostatic neoplasms,0
Rheumatoid arthritis,Malignant glioma,0.054521373
Rheumatoid arthritis,Epstein-barr virus infections,0
Rheumatoid arthritis,Stomach cancer,0.041172339
Rheumatoid arthritis,Urinary bladder cancer,0.041172339
Rheumatoid arthritis,Colon carcinoma,0.019232165
Rheumatoid arthritis,Gallbladder cancer,0.032258637
Rheumatoid arthritis,Liposarcoma,0.026217688
Rheumatoid arthritis,Meningioma,0.032258637
Rheumatoid arthritis,Uterine cervical neoplasm,0.032258637
Rheumatoid arthritis,Renal carcinoma,0.032258637
Rheumatoid arthritis,Lung small cell carcinoma,0.026217688
Rheumatoid arthritis,Mouth neoplasms,0.041172339
Rheumatoid arthritis,Lymphosarcoma,0.051020408
Rheumatoid arthritis,Breast neoplasms,0.04
Colorectal adenocarcinoma,Colorectal adenocarcinoma,0
Colorectal adenocarcinoma,Gastric cancer,0.424592019
Colorectal adenocarcinoma,Pancreatic adenocarcinoma,0.163074998
Colorectal adenocarcinoma,Liver fibrosis,0
Colorectal adenocarcinoma,Hepatocellular carcinoma,0.255046685
